cr714__requestsid,cr714_additionalinformation,cr714_currentstate,cr714_delegates,cr714_desiredfuturestate,cr714_disposition,cr714_howdiscovered,cr714_impact,importsequencenumber,cr714_location,cr714_name,cr714_program,cr714_projecttype,cr714_sg1comment,cr714_sg1notes,cr714_shorttitle,cr714_sponsornameflat,cr714_spotid,statuscode,statecode,timezoneruleversionnumber,cr714_timestamp_dqcheck,cr714_timestamp_pirtassessment,cr714_timestamp_prioritized,cr714_timestamp_projectcreation,cr714_timestamp_sg1review,cr714_timestamp_submitted,utcconversiontimezonecode,versionnumber,cr714_whenneeded,cr714_whenneededjustification,cr714_workflowstep,owningbusinessunit,cr714_sponsor.azureactivedirectoryobjectid
aad5052a-bd26-f111-8341-6045bdd8cc50,The proposed solution stayed in future state section above has been agreed with the sponsor and EHS rep Eric Borecky.,Fall hazard risk when maintenance personnel or service contractor needs to access the HEPA filter.,,"Provide removable railing extension kits to be used on existing platforms in Room 1246 to elevate the railing height for fall protection when accessing HEPA filter at 8181-08, 8181-12, 8181-014. 
Install a new safety anchor next to HEPA unit 8131-016 in Room 1511 for fall protection. Additionally, this work will also remediate a section of railing height on 3 existing bioreactor platforms in Room 1246 to meet OSHA railing 39"" minimum height requirement.",Pending,EHS observation Beacon#143197,HVAC maintenance personnel and HEPA certification contractors,,400 Shire Way,400SW - EHS - HEPA Filters Work At Height Improvement (LICP),,Simple Project,,,400SW - EHS - HEPA Filters Work At Height Improvement (LICP),Corey Barr,1061896,1,0,0,,,,2026-03-23 16:27:16.0000000,,2026-03-23 13:35:50.0000000,,23659877,2026-04-30 04:00:00.0000000,To meet the due date on EHS CAPA#664147,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,4389255c-3a89-441a-b80a-2b349ba7fd37
09e022e4-9aa3-f011-bbd3-7c1e527cd923,This project will require racking with cage doors to secure UPB during transport.  It will also require the remapping/validation of the trucks.,"UPB is currently required to be transported in bins that take 5 hours and 29 minutes to condition and can only be utilized for 2 hours and 49 minutes.  Shippers can only transport a maximum of 5 UPB bags per shipper and only 7 shippers can fit in a truck, which limits transport to a maximum of 35 bags at one time.  There are no temperature loggers within the shippers so temperature during transport cannot be verified.",ryan.davis@takeda.com,UPB racks containing upwards of 20 bags are able to be rolled straight from the freezers into the truck once the truck has reached the validated -20C state.  The trucks are validated and monitor/record temperature from ballasted probes during transport.,Pending,"User Feedback: There is concern if there is a catastrophic event that required all UPB to moved quickly from one warehouse/JIT to the other, all of the bags would need to be moved via truck under a deviation to prevent loss of product.  In addition, the shippers are aging and will require replacement parts that may be difficult to procure.",Risk to product.  Overtime for warehouse group.  Limited capacity for UPB movement.,,Belmont Warehouse; 400 Shire Way; 205 Alewife Brook Parkway; North Reading Warehouse,[FY26] - WOF - UPB transport directly in trucks,,Standard Project,,,[FY26] - WOF - UPB transport directly in trucks,Terence Jackson,1059761,1,0,0,,,2025-10-08 04:00:00.0000000,2026-03-20 19:58:03.0000000,,2025-10-08 04:00:00.0000000,,23623087,2027-03-31 04:00:00.0000000,FY26 project,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,47dfdf99-13e2-441c-8c63-abbc31aa7da0
b9aab387-7fab-f011-bbd3-7c1e527cd923,,There are Seven SX controllers that are showing at capacity limiting future change to the manufacturing equipment controlled in these processessors.  The Network Attached Storage (NAS) device is limited in its capacity.  This device holds the data for audit trail and alarm and event data of the Delta V system.,,The at capacity controllers will be upgraded to PK model controllers.  Increased storage capacity will be added to our NAS to allow for at least 13 years of alarm and event and audit trail data.,Pending,Review of the system functionality and controller loading,The current state limits future improvements to certain equipment and limits the amount of data we can store.,,400 Shire Way,[FY26] - 400SW - AUTO - Upgrade of Delta V controllers for the Network Attached Storage system for backup and Recovery,,Standard Project,,,[FY26] - 400SW - AUTO - Upgrade of Delta V controllers for the Network Attached Storage system for backup and Recovery,Lloyd Vallance,1059736,1,0,0,,,2025-10-20 04:00:00.0000000,2026-03-18 19:00:24.0000000,,2025-10-17 17:34:49.0000000,,23614202,2026-12-18 05:00:00.0000000,Seven SX controllers in our Delta V system are at capacity and need to be upgraded to larger capacity controllers to allow for continuous improvement changes to process controls as well as to future proof for upcoming projects,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,7351aecd-5444-47e4-b9f9-80b777b42129
cbeac53a-85ab-f011-bbd3-002248276c98,,The current Thin Manager Infrastructure is at end of life and requires upgrade,,"Upgrade the infrastructure to the latest version of Thin Manager, refresh all hardware and add additional server to expand capacity.",Pending,Review of infrastructure,There is no current impact however as this equipment is old failure of devices is possible and cyber security vulnerabilities become more of a risk.,,400 Shire Way,[FY26] - 400SW - AUTO - Upgrade of the OT Thin Manager infrastructure,,Standard Project,,,[FY26] - 400SW - AUTO - Upgrade of the OT Thin Manager infrastructure,Lloyd Vallance,1059737,1,0,0,,,2025-10-20 04:00:00.0000000,2026-03-18 18:58:31.0000000,,2025-10-17 18:15:28.0000000,,23614196,2027-03-25 04:00:00.0000000,"The Thin manager is end of life and is in need of an upgrade.  This infrastructure is our window into the process control system Delta V, PI and our BMS systems",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,7351aecd-5444-47e4-b9f9-80b777b42129
e41d4bfa-3aa5-f011-bbd2-7c1e527d2157,,IDF/MDF rooms HVAC units may not have adequate cooling capacity to maintain the temperature of the room.,,HVAC units in the IDF/MDF rooms will have the capacity to provide adequate cooling for current and future needs.,Pending,Gemba walk of IDF/MDF rooms,Facility robustness,,300 Shire Way; 400 Shire Way,[FY26] LEX - AUTO - IDF/MDF HVAC Capacity Refresh,,Standard Project,,,[FY26] LEX - AUTO - IDF/MDF HVAC Capacity Refresh,Mahesh Kulkarni,1059656,1,0,0,,,2025-10-10 04:00:00.0000000,2026-03-18 18:52:47.0000000,,2025-10-09 18:08:55.0000000,,23614174,2026-04-07 04:00:00.0000000,HVAC units for IDF/MDF rooms require upgrades to maintain adequate cooling balance,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,c5b43226-8023-4165-8b39-e0a9dc464fec
87add845-3ba5-f011-bbd3-002248271486,N/A,Additional system information is gated behind the local controller and cannot be used for predictive capabilities.,,All information recorded by Walk-in cold storage units will be available to APMS by pushing the data to SAIL.,Pending,Observations from the first MBO APMS project referenced pulling additional information from cold storage controllers as an additional possibility for predictive capabilities.,There will be minimal equipment downtime to integrate PLCs required for the project. Temperatures can still be monitored locally.,,400 Shire Way,[FY26] - 400SW - AUTO - Walk-in Cold Storage Data Integration with SAIL,,Standard Project,,,[FY26] - 400SW - AUTO - Walk-in Cold Storage Data Integration with SAIL,Michael Allen,1059738,1,0,0,,,2025-10-10 04:00:00.0000000,2026-03-18 18:32:02.0000000,,2025-10-09 18:11:14.0000000,,23614097,2026-08-12 04:00:00.0000000,Data integration of all Walk-in Cold Storage units in building 400 enables predictive maintenance capabilities for the APMS program.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
79707dff-7da3-f011-bbd3-002248271486,,"Currently the System has older components, software and is designed as one campus wide solution.",,"Create two systems, one supported by MABioOps team and one supported by GREF team.  Upgrade components and software where appropriate to ensure robust, reliable equipment that requires minimal support and is future ready.",Pending,Routine maintenance and changes on the campus with respect to facility maintenance and operation brought to light the design and age of some system components are not fit for the future purpose.,"Scheduling of upgrades and cutovers should have minimal impact to support operations.  This system controls Building systems not associated with GXP operations, these are supported by a different system.",,200 Shire Way; 300 Shire Way; 400 Shire Way; 125 Spring Street; 500 Shire Way,[FY26] - MBO - AUTO - Metasys capital improvements and architecture changes to allow divesting of Buildings to GREF,,Standard Project,,,[FY26] - MBO - AUTO - Metasys capital improvements and architecture changes to allow divesting of Buildings to GREF,Lloyd Vallance,1059740,1,0,0,,,2025-10-13 04:00:00.0000000,2026-03-10 15:31:34.0000000,,2025-10-08 04:00:00.0000000,,23338316,2026-04-05 04:00:00.0000000,"Capital improvements to upgrade the technology for robustness, long term support, and improve operability.  Create an architecture that allows for Building 300 SW to run independently under MABioOps leadership and Buidlings 125 Spring Street. 200 and 500 SW under GRREF leadership",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,7351aecd-5444-47e4-b9f9-80b777b42129
2aea4248-6e03-f111-8406-000d3a538d48,"In this future, MBO expects to address the majority of execution related issues that arise from late risk visibility, reactive coordination, and inconsistent application of learning. While not all production variability can be eliminated, this initiative is expected to significantly reduce preventable disruptions by making risks, dependencies, and progress visible earlier and by enabling timely, data driven decisions.","At MassBioOps, post‑technology transfer (post‑TT) production run execution is not consistently delivered Right‑First‑Time (RFT). Since the major MadCAM technology transfer in 2018, the site has not completed a post‑TT production campaign without significant execution challenges, including rework, deviations, and schedule recovery activities, resulting in delayed Batch‑On‑Time Disposition (BOTD) and increased operational burden. This performance does not meet Takeda’s expectation to execute technology transfers within three months and achieve RFT post‑TT production execution.",,"The desired future state is a Scrum enabled execution model for Post TT production campaigns that improves transparency, risk management, and collaboration of cross-functional teams. This is expected to address a significant portion of execution related production issues by enabling earlier detection of known root causes, improving process efficiency, and consistently applying learning across production runs.",Pending,"Identified through gemba walks, participation in Post TT production execution forums, and cross functional lessons learned discussions. Observations showed recurring reactive issue management and lack of structured execution cadence during Post TT production, highlighting the opportunity for a Scrum based control framework.","Operationally, this results in reactive management of Post TT production campaigns, delayed risk visibility, inefficient coordination, and repeated issues across runs, increasing execution variability and operational burden.",,400 Shire Way,SPOT ID: 1061657 - 400SW - eAGILE - Production Control Model for Post-Tech Transfer Campaigns,,Functional Project,,,SPOT ID: 1061657 - 400SW - eAGILE - Production Control Model for Post-Tech Transfer Campaigns,Judd Taylor,1061657,1,0,0,,,,2026-02-27 15:46:11.0000000,,2026-02-06 15:15:26.0000000,,23129416,2026-08-05 04:00:00.0000000,"Post TT production is complex, high risk work that requires structured execution beyond ad hoc coordination. This project enables a Scrum based execution framework to improve transparency, risk management, and decision making during production campaigns. Delaying implementation increases the risk of production loss, deviations, and missed learning opportunities",7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,dbfcff44-3d3f-4a60-8d84-0d43d7364466
3f038e7c-21a5-f011-bbd3-7c1e527cd923,Technical SME - Corey Barr,G-423 CRM 6920-03 has pitting on the walls.,,Repair wallls,Pending,Facilities Supervisor Corey Barr,None although pitting would be an easy audit finding,,400 Shire Way,[FY26] - 400SW - AIMP - Cold Room Renewal,Asset Investment Management Program,Standard Project,,,[FY26] - 400SW - AIMP - Cold Room Renewal,Michael Allen,,1,0,0,,,2025-10-15 04:00:00.0000000,2026-02-24 17:00:15.0000000,,2025-10-09 15:09:52.0000000,,23115631,2027-03-31 04:00:00.0000000,Align with end of Fiscal Year,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,df5ec455-709c-4745-9a0e-83ee131763b6
1fbff28e-609d-f011-b41b-00224827aa4c,"Quotation from vendor: Total: $31,673.30","Rooms in 205ABP and 400SW lack benches for gowning/degowning purposes
The current state is that some buffer rooms in 205ABP and 400SW lack benches or any sort of seating area on the demarcation lines which creates difficulty in placing and removing shoe covers for personnel inside the cleanrooms.",samantha.lao@takeda.com; sean.metras@takeda.com,Benches installed in all rooms in scope to support personnel when gowning/de-gowning,Pending,Beacon observation #149436 reported lack of benches in 400 SW clean rooms. The beacon was also applied to 205 ABP,There is a lack of benches to support personnel that have difficultly gowning/degowning,,400 Shire Way; 205 Alewife Brook Parkway,[FY26] - MBO - EHS - New Benches in Clean Rooms,,Standard Project,,,[FY26] - MBO - EHS - New Benches in Clean Rooms,Scott Nelson,,1,0,0,,,2025-10-05 04:00:00.0000000,2026-02-24 16:56:18.0000000,,2025-09-30 04:00:00.0000000,,23115606,2025-11-12 05:00:00.0000000,CAPA 670552 is driving this date.,7. Processed,04d25798-3a42-ee11-bdf5-000d3a8fd327,dd14179b-85c6-4fa9-b53f-ef21ca85f09a
